Trial,P1,P2,Winner,Ply,P1AvgMS,P2AvgMS
6,Aggression,PotentialConversion,2,62,53.787,18.064
7,PotentialConversion,Aggression,2,62,12.205,21.825
8,Aggression,PotentialConversion,2,62,54.280,18.071
9,PotentialConversion,Aggression,2,62,12.051,21.601
10,Aggression,PotentialConversion,2,62,54.103,18.036
1,PotentialConversion,Adaptive,1,200,9.973,4.658
2,Adaptive,PotentialConversion,1,65,18.673,9.637
3,PotentialConversion,Adaptive,1,200,9.842,4.475
4,Adaptive,PotentialConversion,1,65,18.514,9.511
5,PotentialConversion,Adaptive,1,200,10.057,4.646
6,Adaptive,PotentialConversion,1,65,18.894,9.736
7,PotentialConversion,Adaptive,1,200,9.828,4.451
8,Adaptive,PotentialConversion,1,65,18.447,9.497
9,PotentialConversion,Adaptive,1,200,10.149,4.535
10,Adaptive,PotentialConversion,1,65,18.424,9.492
1,PositionWeight,ControlArea,1,200,11.896,5.618
2,ControlArea,PositionWeight,1,200,20.820,8.918
3,PositionWeight,ControlArea,1,200,11.861,5.616
4,ControlArea,PositionWeight,1,200,20.742,8.891
5,PositionWeight,ControlArea,1,200,11.794,5.559
6,ControlArea,PositionWeight,1,200,20.901,9.081
7,PositionWeight,ControlArea,1,200,11.807,5.583
8,ControlArea,PositionWeight,1,200,20.769,8.978
9,PositionWeight,ControlArea,1,200,11.743,5.562
10,ControlArea,PositionWeight,1,200,20.655,8.876
1,PositionWeight,Aggression,1,59,15.006,29.212
2,Aggression,PositionWeight,2,64,49.896,18.186
3,PositionWeight,Aggression,1,59,14.791,28.934
4,Aggression,PositionWeight,2,64,49.880,18.263
5,PositionWeight,Aggression,1,59,14.865,28.975
6,Aggression,PositionWeight,2,64,49.908,18.311
7,PositionWeight,Aggression,1,59,14.879,29.037
8,Aggression,PositionWeight,2,64,50.833,18.293
9,PositionWeight,Aggression,1,59,15.060,29.483
10,Aggression,PositionWeight,2,64,50.017,18.311
1,PositionWeight,Adaptive,1,65,8.306,19.529
2,Adaptive,PositionWeight,2,58,14.164,6.932
3,PositionWeight,Adaptive,1,65,8.376,19.617
4,Adaptive,PositionWeight,2,58,14.411,7.056
5,PositionWeight,Adaptive,1,65,8.221,19.456
6,Adaptive,PositionWeight,2,58,14.198,7.000
7,PositionWeight,Adaptive,1,65,8.232,19.526
8,Adaptive,PositionWeight,2,58,14.139,6.958
9,PositionWeight,Adaptive,1,65,8.231,19.390
10,Adaptive,PositionWeight,2,58,14.152,6.940
1,ControlArea,Aggression,2,200,15.127,39.325
2,Aggression,ControlArea,1,200,46.821,15.180
3,ControlArea,Aggression,2,200,15.217,39.345
4,Aggression,ControlArea,1,200,46.682,15.158
5,ControlArea,Aggression,2,200,15.197,39.379
6,Aggression,ControlArea,1,200,46.759,15.174
7,ControlArea,Aggression,2,200,15.093,39.345
8,Aggression,ControlArea,1,200,46.850,15.386
9,ControlArea,Aggression,2,200,15.147,39.479
10,Aggression,ControlArea,1,200,46.894,15.208
1,ControlArea,Adaptive,2,200,12.426,6.470
2,Adaptive,ControlArea,1,200,6.243,9.369
3,ControlArea,Adaptive,2,200,12.110,6.210
4,Adaptive,ControlArea,1,200,6.242,9.381
5,ControlArea,Adaptive,2,200,12.126,6.257
6,Adaptive,ControlArea,1,200,6.225,9.387
7,ControlArea,Adaptive,2,200,12.099,6.236
8,Adaptive,ControlArea,1,200,6.236,9.436
9,ControlArea,Adaptive,2,200,12.062,6.195
10,Adaptive,ControlArea,1,200,6.207,9.396
1,Aggression,Adaptive,2,64,28.580,19.756
2,Adaptive,Aggression,1,200,37.635,12.809
3,Aggression,Adaptive,2,64,29.039,20.213
4,Adaptive,Aggression,1,200,38.185,12.887
5,Aggression,Adaptive,2,64,28.272,19.419
6,Adaptive,Aggression,1,200,36.916,12.695
7,Aggression,Adaptive,2,64,28.297,19.452
8,Adaptive,Aggression,1,200,37.253,12.889
9,Aggression,Adaptive,2,64,28.258,19.458
10,Adaptive,Aggression,1,200,36.956,12.649
